#Gene_ID	#KEGG_Pathway
TRINITY_DN17734_c0_g1	ko00250"Alanine,_aspartate_and_glutamate_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN17771_c0_g1	ko04144"Endocytosis",ko04721"Synaptic_vesicle_cycle",ko04961"Endocrine_and_other_factor-regulated_calcium_reabsorption",ko05016"Huntington_disease"
TRINITY_DN17810_c0_g1	ko00270"Cysteine_and_methionine_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN17811_c0_g1	ko04626"Plant-pathogen_interaction",ko05145"Toxoplasmosis"
TRINITY_DN17823_c0_g1	ko00562"Inositol_phosphate_metabolism",ko01100"Metabolic_pathways",ko04011"MAPK_signaling_pathway_-_yeast",ko04070"Phosphatidylinositol_signaling_system",ko04072"Phospholipase_D_signaling_pathway",ko04139"Mitophagy_-_yeast",ko04144"Endocytosis",ko04666"Fc_gamma_R-mediated_phagocytosis",ko04810"Regulation_of_actin_cytoskeleton",ko05135"Yersinia_infection",ko05231"Choline_metabolism_in_cancer"
TRINITY_DN17833_c0_g1	ko01522"Endocrine_resistance",ko04010"MAPK_signaling_pathway",ko04014"Ras_signaling_pathway",ko04020"Calcium_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04113"Meiosis_-_yeast",ko04114"Oocyte_meiosis",ko04138"Autophagy_-_yeast",ko04140"Autophagy_-_animal",ko04211"Longevity_regulating_pathway",ko04213"Longevity_regulating_pathway_-_multiple_species",ko04261"Adrenergic_signaling_in_cardiomyocytes",ko04270"Vascular_smooth_muscle_contraction",ko04310"Wnt_signaling_pathway",ko04340"Hedgehog_signaling_pathway",ko04341"Hedgehog_signaling_pathway_-_fly",ko04361"Axon_regeneration",ko04371"Apelin_signaling_pathway",ko04530"Tight_junction",ko04540"Gap_junction",ko04611"Platelet_activation",ko04713"Circadian_entrainment",ko04714"Thermogenesis",ko04720"Long-term_potentiation",ko04723"Retrograde_endocannabinoid_signaling",ko04724"Glutamatergic_synapse",ko04725"Cholinergic_synapse",ko04726"Serotonergic_synapse",ko04727"GABAergic_synapse",ko04728"Dopaminergic_synapse",ko04740"Olfactory_transduction",ko04742"Taste_transduction",ko04750"Inflammatory_mediator_regulation_of_TRP_channels",ko04910"Insulin_signaling_pathway",ko04911"Insulin_secretion",ko04912"GnRH_signaling_pathway",ko04913"Ovarian_steroidogenesis",ko04914"Progesterone-mediated_oocyte_maturation",ko04915"Estrogen_signaling_pathway",ko04916"Melanogenesis",ko04918"Thyroid_hormone_synthesis",ko04919"Thyroid_hormone_signaling_pathway",ko04921"Oxytocin_signaling_pathway",ko04922"Glucagon_signaling_pathway",ko04923"Regulation_of_lipolysis_in_adipocytes",ko04924"Renin_secretion",ko04925"Aldosterone_synthesis_and_secretion",ko04926"Relaxin_signaling_pathway",ko04927"Cortisol_synthesis_and_secretion",ko04928"Parathyroid_hormone_synthesis,_secretion_and_action",ko04934"Cushing_syndrome",ko04935"Growth_hormone_synthesis,_secretion_and_action",ko04961"Endocrine_and_other_factor-regulated_calcium_reabsorption",ko04962"Vasopressin-regulated_water_reabsorption",ko04970"Salivary_secretion",ko04971"Gastric_acid_secretion",ko04976"Bile_secretion",ko05012"Parkinson_disease",ko05020"Prion_diseases",ko05030"Cocaine_addiction",ko05031"Amphetamine_addiction",ko05032"Morphine_addiction",ko05034"Alcoholism",ko05110"Vibrio_cholerae_infection",ko05146"Amoebiasis",ko05163"Human_cytomegalovirus_infection",ko05165"Human_papillomavirus_infection",ko05166"Human_T-cell_leukemia_virus_1_infection",ko05200"Pathways_in_cancer",ko05203"Viral_carcinogenesis",ko05205"Proteoglycans_in_cancer",ko05414"Dilated_cardiomyopathy_(DCM)"
TRINITY_DN17836_c0_g1	ko04145"Phagosome",ko04540"Gap_junction",ko05130"Pathogenic_Escherichia_coli_infection"
TRINITY_DN17862_c0_g1	ko05034"Alcoholism",ko05202"Transcriptional_misregulation_in_cancer",ko05322"Systemic_lupus_erythematosus"
TRINITY_DN17863_c0_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00030"Pentose_phosphate_pathway",ko00500"Starch_and_sucrose_metabolism",ko00520"Amino_sugar_and_nucleotide_sugar_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism"
TRINITY_DN17886_c0_g1	ko00310"Lysine_degradation",ko01100"Metabolic_pathways"
TRINITY_DN17908_c0_g1	ko00061"Fatty_acid_biosynthesis",ko00071"Fatty_acid_degradation",ko01100"Metabolic_pathways",ko01212"Fatty_acid_metabolism",ko03320"PPAR_signaling_pathway",ko04920"Adipocytokine_signaling_pathway"
TRINITY_DN1793_c0_g1	ko02010"ABC_transporters"
TRINITY_DN17933_c0_g1	ko00220"Arginine_biosynthesis",ko00250"Alanine,_aspartate_and_glutamate_metabolism",ko00270"Cysteine_and_methionine_metabolism",ko00330"Arginine_and_proline_metabolism",ko00350"Tyrosine_metabolism",ko00360"Phenylalanine_metabolism",ko00400"Phenylalanine,_tyrosine_and_tryptophan_biosynthesis",ko00710"Carbon_fixation_in_photosynthetic_organisms",ko00950"Isoquinoline_alkaloid_biosynthesis",ko00960"Tropane,_piperidine_and_pyridine_alkaloid_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism",ko01210"2-Oxocarboxylic_acid_metabolism",ko01230"Biosynthesis_of_amino_acids",ko04975"Fat_digestion_and_absorption"
TRINITY_DN17934_c0_g1	ko01521"EGFR_tyrosine_kinase_inhibitor_resistance",ko01522"Endocrine_resistance",ko04010"MAPK_signaling_pathway",ko04012"ErbB_signaling_pathway",ko04013"MAPK_signaling_pathway_-_fly",ko04014"Ras_signaling_pathway",ko04015"Rap1_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04068"FoxO_signaling_pathway",ko04071"Sphingolipid_signaling_pathway",ko04072"Phospholipase_D_signaling_pathway",ko04113"Meiosis_-_yeast",ko04137"Mitophagy_-_animal",ko04138"Autophagy_-_yeast",ko04140"Autophagy_-_animal",ko04150"mTOR_signaling_pathway",ko04151"PI3K-Akt_signaling_pathway",ko04210"Apoptosis",ko04211"Longevity_regulating_pathway",ko04213"Longevity_regulating_pathway_-_multiple_species",ko04214"Apoptosis_-_fly",ko04218"Cellular_senescence",ko04320"Dorso-ventral_axis_formation",ko04360"Axon_guidance",ko04370"VEGF_signaling_pathway",ko04371"Apelin_signaling_pathway",ko04540"Gap_junction",ko04550"Signaling_pathways_regulating_pluripotency_of_stem_cells",ko04625"C-type_lectin_receptor_signaling_pathway",ko04650"Natural_killer_cell_mediated_cytotoxicity",ko04660"T_cell_receptor_signaling_pathway",ko04662"B_cell_receptor_signaling_pathway",ko04664"Fc_epsilon_RI_signaling_pathway",ko04714"Thermogenesis",ko04720"Long-term_potentiation",ko04722"Neurotrophin_signaling_pathway",ko04725"Cholinergic_synapse",ko04726"Serotonergic_synapse",ko04730"Long-term_depression",ko04810"Regulation_of_actin_cytoskeleton",ko04910"Insulin_signaling_pathway",ko04912"GnRH_signaling_pathway",ko04914"Progesterone-mediated_oocyte_maturation",ko04915"Estrogen_signaling_pathway",ko04916"Melanogenesis",ko04917"Prolactin_signaling_pathway",ko04919"Thyroid_hormone_signaling_pathway",ko04921"Oxytocin_signaling_pathway",ko04926"Relaxin_signaling_pathway",ko04929"GnRH_secretion",ko04933"AGE-RAGE_signaling_pathway_in_diabetic_complications",ko04935"Growth_hormone_synthesis,_secretion_and_action",ko04960"Aldosterone-regulated_sodium_reabsorption",ko05034"Alcoholism",ko05160"Hepatitis_C",ko05161"Hepatitis_B",ko05163"Human_cytomegalovirus_infection",ko05165"Human_papillomavirus_infection",ko05166"Human_T-cell_leukemia_virus_1_infection",ko05167"Kaposi_sarcoma-associated_herpesvirus_infection",ko05170"Human_immunodeficiency_virus_1_infection",ko05200"Pathways_in_cancer",ko05203"Viral_carcinogenesis",ko05205"Proteoglycans_in_cancer",ko05206"MicroRNAs_in_cancer",ko05210"Colorectal_cancer",ko05211"Renal_cell_carcinoma",ko05212"Pancreatic_cancer",ko05213"Endometrial_cancer",ko05214"Glioma",ko05215"Prostate_cancer",ko05216"Thyroid_cancer",ko05218"Melanoma",ko05219"Bladder_cancer",ko05220"Chronic_myeloid_leukemia",ko05221"Acute_myeloid_leukemia",ko05223"Non-small_cell_lung_cancer",ko05224"Breast_cancer",ko05225"Hepatocellular_carcinoma",ko05226"Gastric_cancer",ko05230"Central_carbon_metabolism_in_cancer",ko05231"Choline_metabolism_in_cancer",ko05235"PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer"
TRINITY_DN17943_c0_g1	ko00860"Porphyrin_and_chlorophyll_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN17949_c0_g1	ko00564"Glycerophospholipid_metabolism",ko00565"Ether_lipid_metabolism",ko00590"Arachidonic_acid_metabolism",ko00591"Linoleic_acid_metabolism",ko00592"alpha-Linolenic_acid_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko04014"Ras_signaling_pathway",ko04270"Vascular_smooth_muscle_contraction",ko04666"Fc_gamma_R-mediated_phagocytosis",ko04750"Inflammatory_mediator_regulation_of_TRP_channels"
TRINITY_DN17974_c0_g1	ko04015"Rap1_signaling_pathway",ko04022"cGMP-PKG_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04071"Sphingolipid_signaling_pathway",ko04113"Meiosis_-_yeast",ko04261"Adrenergic_signaling_in_cardiomyocytes",ko04360"Axon_guidance",ko04371"Apelin_signaling_pathway",ko04540"Gap_junction",ko04611"Platelet_activation",ko04670"Leukocyte_transendothelial_migration",ko04713"Circadian_entrainment",ko04723"Retrograde_endocannabinoid_signaling",ko04724"Glutamatergic_synapse",ko04725"Cholinergic_synapse",ko04726"Serotonergic_synapse",ko04727"GABAergic_synapse",ko04728"Dopaminergic_synapse",ko04730"Long-term_depression",ko04914"Progesterone-mediated_oocyte_maturation",ko04915"Estrogen_signaling_pathway",ko04916"Melanogenesis",ko04921"Oxytocin_signaling_pathway",ko04923"Regulation_of_lipolysis_in_adipocytes",ko04924"Renin_secretion",ko04926"Relaxin_signaling_pathway",ko04928"Parathyroid_hormone_synthesis,_secretion_and_action",ko04934"Cushing_syndrome",ko04935"Growth_hormone_synthesis,_secretion_and_action",ko04971"Gastric_acid_secretion",ko05012"Parkinson_disease",ko05030"Cocaine_addiction",ko05032"Morphine_addiction",ko05034"Alcoholism",ko05133"Pertussis",ko05142"Chagas_disease_(American_trypanosomiasis)",ko05145"Toxoplasmosis",ko05163"Human_cytomegalovirus_infection",ko05170"Human_immunodeficiency_virus_1_infection",ko05200"Pathways_in_cancer"
TRINITY_DN1799_c0_g1	ko03040"Spliceosome",ko04330"Notch_signaling_pathway",ko05169"Epstein-Barr_virus_infection",ko05203"Viral_carcinogenesis"
TRINITY_DN18001_c0_g1	ko00970"Aminoacyl-tRNA_biosynthesis"
TRINITY_DN18023_c0_g1	ko03050"Proteasome",ko05169"Epstein-Barr_virus_infection"
TRINITY_DN18024_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum",ko04145"Phagosome",ko04612"Antigen_processing_and_presentation",ko05142"Chagas_disease_(American_trypanosomiasis)",ko05163"Human_cytomegalovirus_infection",ko05166"Human_T-cell_leukemia_virus_1_infection",ko05168"Herpes_simplex_virus_1_infection",ko05169"Epstein-Barr_virus_infection",ko05170"Human_immunodeficiency_virus_1_infection"
TRINITY_DN18028_c0_g1	ko04015"Rap1_signaling_pathway",ko04145"Phagosome",ko04210"Apoptosis",ko04390"Hippo_signaling_pathway",ko04391"Hippo_signaling_pathway_-_fly",ko04510"Focal_adhesion",ko04520"Adherens_junction",ko04530"Tight_junction",ko04611"Platelet_activation",ko04670"Leukocyte_transendothelial_migration",ko04714"Thermogenesis",ko04745"Phototransduction_-_fly",ko04810"Regulation_of_actin_cytoskeleton",ko04919"Thyroid_hormone_signaling_pathway",ko04921"Oxytocin_signaling_pathway",ko05100"Bacterial_invasion_of_epithelial_cells",ko05110"Vibrio_cholerae_infection",ko05130"Pathogenic_Escherichia_coli_infection",ko05131"Shigellosis",ko05132"Salmonella_infection",ko05135"Yersinia_infection",ko05164"Influenza_A",ko05205"Proteoglycans_in_cancer",ko05225"Hepatocellular_carcinoma",ko05410"Hypertrophic_cardiomyopathy_(HCM)",ko05412"Arrhythmogenic_right_ventricular_cardiomyopathy_(ARVC)",ko05414"Dilated_cardiomyopathy_(DCM)",ko05416"Viral_myocarditis",ko05418"Fluid_shear_stress_and_atherosclerosis"
TRINITY_DN18050_c0_g1	ko00650"Butanoate_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN18101_c0_g1	ko04120"Ubiquitin_mediated_proteolysis",ko04624"Toll_and_Imd_signaling_pathway"
TRINITY_DN18127_c0_g1	ko00270"Cysteine_and_methionine_metabolism",ko00280"Valine,_leucine_and_isoleucine_degradation",ko00290"Valine,_leucine_and_isoleucine_biosynthesis",ko00770"Pantothenate_and_CoA_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko01210"2-Oxocarboxylic_acid_metabolism",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN1817_c0_g1	ko00260"Glycine,_serine_and_threonine_metabolism",ko00460"Cyanoamino_acid_metabolism",ko00630"Glyoxylate_and_dicarboxylate_metabolism",ko00670"One_carbon_pool_by_folate",ko00680"Methane_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism",ko01230"Biosynthesis_of_amino_acids",ko01523"Antifolate_resistance"
TRINITY_DN18190_c0_g1	ko03013"RNA_transport"
TRINITY_DN18204_c0_g1	ko03013"RNA_transport"
TRINITY_DN18205_c0_g1	ko04910"Insulin_signaling_pathway"
TRINITY_DN18214_c0_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00030"Pentose_phosphate_pathway",ko00052"Galactose_metabolism",ko00230"Purine_metabolism",ko00500"Starch_and_sucrose_metabolism",ko00520"Amino_sugar_and_nucleotide_sugar_metabolism",ko00521"Streptomycin_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN18222_c0_g1	ko04144"Endocytosis",ko04721"Synaptic_vesicle_cycle",ko04961"Endocrine_and_other_factor-regulated_calcium_reabsorption",ko05016"Huntington_disease"
TRINITY_DN18259_c0_g1	ko04621"NOD-like_receptor_signaling_pathway",ko05418"Fluid_shear_stress_and_atherosclerosis"
TRINITY_DN18283_c0_g1	ko03010"Ribosome"
TRINITY_DN18290_c0_g1	ko04146"Peroxisome"
TRINITY_DN18315_c0_g1	ko00230"Purine_metabolism",ko00240"Pyrimidine_metabolism",ko00983"Drug_metabolism_-_other_enzymes",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko04016"MAPK_signaling_pathway_-_plant"
TRINITY_DN18321_c0_g1	ko04714"Thermogenesis"
TRINITY_DN18325_c0_g1	ko00562"Inositol_phosphate_metabolism",ko01100"Metabolic_pathways",ko04070"Phosphatidylinositol_signaling_system"
TRINITY_DN18330_c0_g1	ko03013"RNA_transport",ko03015"mRNA_surveillance_pathway"
TRINITY_DN18357_c0_g1	ko00511"Other_glycan_degradation",ko04142"Lysosome"
TRINITY_DN18358_c0_g1	ko04072"Phospholipase_D_signaling_pathway",ko04140"Autophagy_-_animal",ko04150"mTOR_signaling_pathway",ko04151"PI3K-Akt_signaling_pathway",ko04152"AMPK_signaling_pathway",ko04211"Longevity_regulating_pathway",ko04218"Cellular_senescence",ko04714"Thermogenesis",ko04910"Insulin_signaling_pathway",ko04919"Thyroid_hormone_signaling_pathway",ko05163"Human_cytomegalovirus_infection",ko05165"Human_papillomavirus_infection",ko05168"Herpes_simplex_virus_1_infection",ko05231"Choline_metabolism_in_cancer"
TRINITY_DN18368_c0_g1	ko01522"Endocrine_resistance",ko04010"MAPK_signaling_pathway",ko04014"Ras_signaling_pathway",ko04020"Calcium_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04113"Meiosis_-_yeast",ko04114"Oocyte_meiosis",ko04138"Autophagy_-_yeast",ko04140"Autophagy_-_animal",ko04211"Longevity_regulating_pathway",ko04213"Longevity_regulating_pathway_-_multiple_species",ko04261"Adrenergic_signaling_in_cardiomyocytes",ko04270"Vascular_smooth_muscle_contraction",ko04310"Wnt_signaling_pathway",ko04340"Hedgehog_signaling_pathway",ko04341"Hedgehog_signaling_pathway_-_fly",ko04361"Axon_regeneration",ko04371"Apelin_signaling_pathway",ko04530"Tight_junction",ko04540"Gap_junction",ko04611"Platelet_activation",ko04713"Circadian_entrainment",ko04714"Thermogenesis",ko04720"Long-term_potentiation",ko04723"Retrograde_endocannabinoid_signaling",ko04724"Glutamatergic_synapse",ko04725"Cholinergic_synapse",ko04726"Serotonergic_synapse",ko04727"GABAergic_synapse",ko04728"Dopaminergic_synapse",ko04740"Olfactory_transduction",ko04742"Taste_transduction",ko04750"Inflammatory_mediator_regulation_of_TRP_channels",ko04910"Insulin_signaling_pathway",ko04911"Insulin_secretion",ko04912"GnRH_signaling_pathway",ko04913"Ovarian_steroidogenesis",ko04914"Progesterone-mediated_oocyte_maturation",ko04915"Estrogen_signaling_pathway",ko04916"Melanogenesis",ko04918"Thyroid_hormone_synthesis",ko04919"Thyroid_hormone_signaling_pathway",ko04921"Oxytocin_signaling_pathway",ko04922"Glucagon_signaling_pathway",ko04923"Regulation_of_lipolysis_in_adipocytes",ko04924"Renin_secretion",ko04925"Aldosterone_synthesis_and_secretion",ko04926"Relaxin_signaling_pathway",ko04927"Cortisol_synthesis_and_secretion",ko04928"Parathyroid_hormone_synthesis,_secretion_and_action",ko04934"Cushing_syndrome",ko04935"Growth_hormone_synthesis,_secretion_and_action",ko04961"Endocrine_and_other_factor-regulated_calcium_reabsorption",ko04962"Vasopressin-regulated_water_reabsorption",ko04970"Salivary_secretion",ko04971"Gastric_acid_secretion",ko04976"Bile_secretion",ko05012"Parkinson_disease",ko05020"Prion_diseases",ko05030"Cocaine_addiction",ko05031"Amphetamine_addiction",ko05032"Morphine_addiction",ko05034"Alcoholism",ko05110"Vibrio_cholerae_infection",ko05146"Amoebiasis",ko05163"Human_cytomegalovirus_infection",ko05165"Human_papillomavirus_infection",ko05166"Human_T-cell_leukemia_virus_1_infection",ko05200"Pathways_in_cancer",ko05203"Viral_carcinogenesis",ko05205"Proteoglycans_in_cancer",ko05414"Dilated_cardiomyopathy_(DCM)"
TRINITY_DN1841_c0_g1	ko04072"Phospholipase_D_signaling_pathway",ko04144"Endocytosis",ko05110"Vibrio_cholerae_infection",ko05130"Pathogenic_Escherichia_coli_infection",ko05134"Legionellosis"
TRINITY_DN18493_c0_g1	ko00071"Fatty_acid_degradation",ko00280"Valine,_leucine_and_isoleucine_degradation",ko00410"beta-Alanine_metabolism",ko00640"Propanoate_metabolism",ko00650"Butanoate_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism",ko01212"Fatty_acid_metabolism"
TRINITY_DN18547_c0_g1	ko03050"Proteasome"
TRINITY_DN18571_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum"
TRINITY_DN18591_c0_g1	ko04011"MAPK_signaling_pathway_-_yeast",ko04392"Hippo_signaling_pathway_-_multiple_species"
TRINITY_DN18602_c0_g1	ko00052"Galactose_metabolism",ko00511"Other_glycan_degradation",ko00531"Glycosaminoglycan_degradation",ko00600"Sphingolipid_metabolism",ko00604"Glycosphingolipid_biosynthesis_-_ganglio_series",ko01100"Metabolic_pathways",ko04142"Lysosome"
TRINITY_DN18629_c0_g1	ko04130"SNARE_interactions_in_vesicular_transport"
TRINITY_DN18642_c0_g1	ko04360"Axon_guidance"
TRINITY_DN18745_c0_g1	ko00340"Histidine_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN18754_c0_g1	ko00260"Glycine,_serine_and_threonine_metabolism",ko00270"Cysteine_and_methionine_metabolism",ko00680"Methane_metabolism",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN18760_c0_g1	ko04380"Osteoclast_differentiation",ko04933"AGE-RAGE_signaling_pathway_in_diabetic_complications",ko05418"Fluid_shear_stress_and_atherosclerosis"
TRINITY_DN18794_c0_g1	ko00195"Photosynthesis",ko01100"Metabolic_pathways"
TRINITY_DN18825_c0_g1	ko04072"Phospholipase_D_signaling_pathway",ko04144"Endocytosis",ko05110"Vibrio_cholerae_infection",ko05130"Pathogenic_Escherichia_coli_infection",ko05134"Legionellosis"
TRINITY_DN18830_c0_g1	ko04140"Autophagy_-_animal",ko05130"Pathogenic_Escherichia_coli_infection",ko05134"Legionellosis"
TRINITY_DN18833_c0_g1	ko00430"Taurine_and_hypotaurine_metabolism",ko00620"Pyruvate_metabolism",ko00640"Propanoate_metabolism",ko00680"Methane_metabolism",ko00720"Carbon_fixation_pathways_in_prokaryotes",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments",ko01200"Carbon_metabolism"
TRINITY_DN18835_c0_g1	ko04064"NF-kappa_B_signaling_pathway",ko04380"Osteoclast_differentiation",ko04611"Platelet_activation",ko04662"B_cell_receptor_signaling_pathway",ko04664"Fc_epsilon_RI_signaling_pathway",ko05169"Epstein-Barr_virus_infection",ko05340"Primary_immunodeficiency"
TRINITY_DN18839_c0_g1	ko00330"Arginine_and_proline_metabolism",ko00480"Glutathione_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN1884_c0_g1	ko00760"Nicotinate_and_nicotinamide_metabolism",ko01100"Metabolic_pathways",ko04213"Longevity_regulating_pathway_-_multiple_species"
TRINITY_DN18869_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum"
TRINITY_DN18952_c0_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00710"Carbon_fixation_in_photosynthetic_organisms",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism",ko01230"Biosynthesis_of_amino_acids",ko04066"HIF-1_signaling_pathway"
TRINITY_DN18958_c0_g1	ko00521"Streptomycin_biosynthesis",ko00562"Inositol_phosphate_metabolism",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN18990_c0_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00710"Carbon_fixation_in_photosynthetic_organisms",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism",ko01230"Biosynthesis_of_amino_acids",ko04066"HIF-1_signaling_pathway"
TRINITY_DN19004_c0_g1	ko03040"Spliceosome"
TRINITY_DN19030_c0_g1	ko04136"Autophagy_-_other",ko04138"Autophagy_-_yeast",ko04140"Autophagy_-_animal",ko04371"Apelin_signaling_pathway"
TRINITY_DN1904_c0_g1	ko03010"Ribosome"
TRINITY_DN19051_c0_g1	ko05016"Huntington_disease"
TRINITY_DN19069_c0_g1	ko04013"MAPK_signaling_pathway_-_fly",ko04068"FoxO_signaling_pathway",ko04146"Peroxisome",ko04211"Longevity_regulating_pathway",ko04212"Longevity_regulating_pathway_-_worm",ko04213"Longevity_regulating_pathway_-_multiple_species",ko05016"Huntington_disease"
TRINITY_DN191_c0_g1	ko02010"ABC_transporters"
TRINITY_DN19124_c0_g1	ko04016"MAPK_signaling_pathway_-_plant"
TRINITY_DN19135_c0_g1	ko03020"RNA_polymerase",ko05016"Huntington_disease"
TRINITY_DN19141_c0_g1	ko00380"Tryptophan_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN19152_c0_g1	ko01521"EGFR_tyrosine_kinase_inhibitor_resistance",ko04010"MAPK_signaling_pathway",ko04014"Ras_signaling_pathway",ko04015"Rap1_signaling_pathway",ko04151"PI3K-Akt_signaling_pathway",ko04360"Axon_guidance",ko04361"Axon_regeneration",ko04510"Focal_adhesion",ko04520"Adherens_junction",ko05100"Bacterial_invasion_of_epithelial_cells",ko05120"Epithelial_cell_signaling_in_Helicobacter_pylori_infection",ko05144"Malaria",ko05200"Pathways_in_cancer",ko05202"Transcriptional_misregulation_in_cancer",ko05205"Proteoglycans_in_cancer",ko05206"MicroRNAs_in_cancer",ko05211"Renal_cell_carcinoma",ko05218"Melanoma",ko05225"Hepatocellular_carcinoma",ko05226"Gastric_cancer",ko05230"Central_carbon_metabolism_in_cancer"
TRINITY_DN19155_c0_g1	ko04010"MAPK_signaling_pathway",ko04014"Ras_signaling_pathway",ko04510"Focal_adhesion"
TRINITY_DN19190_c0_g1	ko05034"Alcoholism"
TRINITY_DN19219_c0_g1	ko04145"Phagosome",ko04210"Apoptosis",ko04530"Tight_junction",ko04540"Gap_junction",ko05130"Pathogenic_Escherichia_coli_infection"
TRINITY_DN19228_c0_g1	ko00190"Oxidative_phosphorylation",ko01100"Metabolic_pathways",ko04142"Lysosome",ko04145"Phagosome",ko04721"Synaptic_vesicle_cycle",ko04966"Collecting_duct_acid_secretion",ko05110"Vibrio_cholerae_infection",ko05120"Epithelial_cell_signaling_in_Helicobacter_pylori_infection",ko05152"Tuberculosis",ko05165"Human_papillomavirus_infection",ko05203"Viral_carcinogenesis",ko05323"Rheumatoid_arthritis"
TRINITY_DN19240_c0_g1	ko00250"Alanine,_aspartate_and_glutamate_metabolism",ko00910"Nitrogen_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN19264_c0_g1	ko04120"Ubiquitin_mediated_proteolysis"
TRINITY_DN19345_c0_g1	ko00760"Nicotinate_and_nicotinamide_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN19346_c0_g1	ko00190"Oxidative_phosphorylation",ko01100"Metabolic_pathways",ko04714"Thermogenesis",ko05010"Alzheimer_disease",ko05012"Parkinson_disease",ko05016"Huntington_disease"
TRINITY_DN19373_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum"
TRINITY_DN19414_c0_g1	ko03010"Ribosome"
TRINITY_DN19427_c0_g1	ko04120"Ubiquitin_mediated_proteolysis"
TRINITY_DN19437_c0_g1	ko00860"Porphyrin_and_chlorophyll_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN19462_c0_g1	ko04120"Ubiquitin_mediated_proteolysis",ko04340"Hedgehog_signaling_pathway",ko04341"Hedgehog_signaling_pathway_-_fly"
